hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
City Hotel - Delhi,0,83,2024,February,6,5,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,123.9,0,2,Check-Out,2024-02-05 22:48:00.325658142,Delhi
City Hotel - Bangalore,0,119,2024,October,43,24,0,1,1,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2024-10-24 00:23:29.014230792,Bangalore
City Hotel - Lucknow,0,119,2024,June,23,3,0,1,1,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2024-06-03 18:14:40.905276030,Lucknow
City Hotel - Bangalore,0,1,2024,November,45,8,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,0,Check-Out,2024-11-08 11:48:30.690264596,Bangalore
City Hotel - Pune,0,118,2024,November,48,27,1,1,1,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2024-11-27 07:42:59.363257920,Pune
City Hotel - Ahmedabad,0,118,2024,January,3,16,1,1,1,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2024-01-16 21:58:58.547102329,Ahmedabad
City Hotel - Bhopal,0,0,2024,January,1,6,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,92.65,0,0,Check-Out,2024-01-06 16:06:28.859945221,Bhopal
City Hotel - Pune,0,0,2024,September,38,19,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,92.35,0,1,Check-Out,2024-09-19 18:36:25.708901156,Pune
City Hotel - Pune,0,13,2024,February,7,16,0,2,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,D,E,0,No Deposit,,174.0,0,Transient,110.0,0,0,Check-Out,2024-02-16 03:52:04.418497516,Pune
City Hotel - Bhopal,0,32,2024,March,13,27,1,2,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,174.0,0,Transient,95.0,0,0,Check-Out,2024-03-27 00:43:58.554640712,Bhopal
City Hotel - Chandigarh,0,8,2024,July,31,30,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,2,D,D,0,No Deposit,,174.0,0,Transient,95.0,0,0,Check-Out,2024-07-30 16:01:14.780758696,Chandigarh
City Hotel - Lucknow,0,40,2024,June,23,5,1,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,174.0,0,Transient,95.0,0,1,Check-Out,2024-06-05 03:02:33.692551240,Lucknow
City Hotel - Indore,0,0,2024,July,28,9,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,92.35,0,1,Check-Out,2024-07-09 01:20:34.214207338,Indore
City Hotel - Delhi,0,118,2024,May,22,29,1,2,1,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,119.0,0,0,Check-Out,2024-05-29 07:47:11.205554950,Delhi
City Hotel - Ahmedabad,0,2,2024,December,50,11,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,84.85,0,1,Check-Out,2024-12-11 11:17:22.136210204,Ahmedabad
City Hotel - Indore,0,14,2024,December,49,6,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,0,Check-Out,2024-12-06 08:54:08.379666468,Indore
City Hotel - Chennai,0,1,2024,June,25,20,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,1,Check-Out,2024-06-20 09:45:50.092554590,Chennai
City Hotel - Kochi,0,12,2024,August,35,31,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Check-Out,2024-08-31 06:07:00.279925284,Kochi
City Hotel - Jaipur,0,118,2024,June,26,29,1,2,1,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2024-06-29 21:17:43.545217734,Jaipur
City Hotel - Mumbai,0,3,2024,April,16,18,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,1,Check-Out,2024-04-18 15:55:03.530476006,Mumbai
City Hotel - Bhopal,0,50,2024,March,11,12,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,9.0,,0,Transient,147.3,0,2,Check-Out,2024-03-12 07:17:32.388410992,Bhopal
City Hotel - Bangalore,0,118,2024,October,40,2,1,3,1,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,E,1,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2024-10-02 02:18:09.808943872,Bangalore
City Hotel - Kochi,0,21,2024,March,11,15,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.85,0,2,Check-Out,2024-03-15 21:30:22.690532628,Kochi
City Hotel - Goa,0,118,2024,January,3,21,1,3,1,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2024-01-21 06:32:25.083717930,Goa
City Hotel - Jaipur,0,58,2024,April,16,18,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,G,5,No Deposit,9.0,,0,Transient,116.1,0,1,Check-Out,2024-04-18 15:02:13.791220296,Jaipur
City Hotel - Chennai,0,107,2024,July,27,6,0,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,187.0,,0,Transient-Party,120.0,0,0,Check-Out,2024-07-06 13:45:48.524570940,Chennai
City Hotel - Kolkata,0,58,2024,February,7,12,1,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9.0,,0,Transient,159.3,0,2,Check-Out,2024-02-12 22:09:54.929181080,Kolkata
City Hotel - Hyderabad,0,83,2024,January,5,31,1,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.6,0,2,Check-Out,2024-01-31 09:37:37.263231956,Hyderabad
City Hotel - Jaipur,0,58,2024,April,17,28,1,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,158.53,0,2,Check-Out,2024-04-28 01:58:54.084379632,Jaipur
City Hotel - Mumbai,0,58,2024,June,26,24,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9.0,,0,Transient,116.1,0,1,Check-Out,2024-06-24 08:46:57.787233330,Mumbai
City Hotel - Goa,0,58,2024,February,8,25,1,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,2,Check-Out,2024-02-25 06:48:52.913417484,Goa
City Hotel - Indore,0,147,2024,August,32,10,2,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient-Party,102.3,0,0,Check-Out,2024-08-10 05:35:59.686403268,Indore
City Hotel - Lucknow,0,4,2024,November,47,19,1,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,2,Check-Out,2024-11-19 15:54:56.293628392,Lucknow
City Hotel - Ahmedabad,0,9,2024,February,7,12,1,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,Check-Out,2024-02-12 18:51:48.406972166,Ahmedabad
City Hotel - Jaipur,0,14,2024,February,8,22,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,0,1,Check-Out,2024-02-22 15:56:00.701572171,Jaipur
City Hotel - Chennai,0,15,2024,October,42,15,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1,Check-Out,2024-10-15 06:50:11.071371732,Chennai
City Hotel - Delhi,0,0,2024,March,10,5,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,99.0,0,0,Check-Out,2024-03-05 15:02:39.843871713,Delhi
City Hotel - Bhopal,0,24,2024,October,40,4,1,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,2,Check-Out,2024-10-04 19:09:53.934114532,Bhopal
City Hotel - Pune,0,21,2024,December,49,8,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.35,0,1,Check-Out,2024-12-08 03:58:21.458258296,Pune
City Hotel - Ahmedabad,0,25,2024,July,27,3,1,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,142.45,1,2,Check-Out,2024-07-03 16:21:07.413245776,Ahmedabad
City Hotel - Hyderabad,0,1,2024,December,52,26,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,95.48,0,1,Check-Out,2024-12-26 06:42:40.215765272,Hyderabad
City Hotel - Delhi,0,21,2024,June,25,19,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,156.5,0,1,Check-Out,2024-06-19 23:03:04.931610114,Delhi
City Hotel - Pune,0,115,2024,April,15,8,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,1,2,Check-Out,2024-04-08 23:59:01.381534312,Pune
City Hotel - Hyderabad,0,0,2024,December,49,4,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,129.0,0,1,Check-Out,2024-12-04 04:44:01.328765632,Hyderabad
City Hotel - Lucknow,0,110,2024,August,33,17,2,5,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,150.45,0,4,Check-Out,2024-08-17 17:08:42.349630200,Lucknow
City Hotel - Jaipur,0,110,2024,August,34,23,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient-Party,119.85,0,4,Check-Out,2024-08-23 05:17:27.382924724,Jaipur
City Hotel - Pune,0,0,2024,August,32,5,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,62.0,0,Transient,95.0,0,0,Check-Out,2024-08-05 21:46:34.599167428,Pune
City Hotel - Bhopal,0,0,2024,February,6,8,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,1,A,B,0,No Deposit,,62.0,0,Transient,95.0,0,0,Check-Out,2024-02-08 07:09:03.638023603,Bhopal
City Hotel - Kolkata,0,0,2024,July,28,14,1,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,2,A,D,0,No Deposit,,62.0,0,Transient,79.0,0,0,Check-Out,2024-07-14 20:58:22.031175400,Kolkata
City Hotel - Delhi,0,0,2024,March,11,14,1,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,62.0,0,Transient,80.0,0,0,Check-Out,2024-03-14 16:53:26.164722043,Delhi
City Hotel - Lucknow,0,2,2024,October,41,11,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,62.0,0,Transient,80.0,0,1,Check-Out,2024-10-11 10:23:08.449522148,Lucknow
City Hotel - Hyderabad,0,8,2024,June,23,8,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,1,Check-Out,2024-06-08 18:30:14.458618466,Hyderabad
City Hotel - Bangalore,0,131,2024,September,39,23,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,105.74,0,1,Check-Out,2024-09-23 08:05:14.561643032,Bangalore
City Hotel - Ahmedabad,0,47,2024,September,39,24,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,96.3,0,1,Check-Out,2024-09-24 01:59:25.926509140,Ahmedabad
City Hotel - Bangalore,0,0,2024,June,23,3,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,121.5,0,1,Check-Out,2024-06-03 20:04:44.528725426,Bangalore
City Hotel - Mumbai,0,47,2024,December,50,13,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,101.7,0,1,Check-Out,2024-12-13 23:05:20.260660528,Mumbai
City Hotel - Hyderabad,0,58,2024,May,19,11,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,1,0,Check-Out,2024-05-11 22:17:26.508472304,Hyderabad
City Hotel - Hyderabad,0,37,2024,May,21,23,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,1,Check-Out,2024-05-23 03:34:18.430843712,Hyderabad
City Hotel - Delhi,0,1,2024,February,8,23,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,1,Check-Out,2024-02-23 09:06:10.617058523,Delhi
City Hotel - Goa,0,1,2024,November,46,14,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,1,Check-Out,2024-11-14 22:28:48.219517708,Goa
City Hotel - Kolkata,0,45,2024,March,11,15,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.9,1,1,Check-Out,2024-03-15 15:16:10.370804680,Kolkata
City Hotel - Hyderabad,0,5,2024,May,20,17,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.0,0,1,Check-Out,2024-05-17 20:02:54.528641666,Hyderabad
City Hotel - Lucknow,0,18,2024,December,52,24,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,Check-Out,2024-12-24 13:32:54.905560812,Lucknow
City Hotel - Jaipur,0,77,2024,June,23,4,2,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.18,0,2,Check-Out,2024-06-04 20:08:44.068381508,Jaipur
City Hotel - Delhi,0,190,2024,November,47,24,1,4,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2024-11-24 17:38:32.745730344,Delhi
City Hotel - Goa,0,5,2024,January,4,28,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Check-Out,2024-01-28 01:12:34.411210413,Goa
City Hotel - Mumbai,0,3,2024,June,23,7,1,0,1,0.0,0,SC,ESP,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,124.0,0,0,Check-Out,2024-06-07 10:04:22.396033134,Mumbai
City Hotel - Delhi,0,3,2024,August,34,20,1,1,1,0.0,0,SC,ESP,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,124.0,0,0,Check-Out,2024-08-20 04:21:27.314576720,Delhi
City Hotel - Lucknow,0,13,2024,January,3,19,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Check-Out,2024-01-19 10:04:33.251304559,Lucknow
City Hotel - Mumbai,0,33,2024,May,21,21,1,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,141.3,0,2,Check-Out,2024-05-21 04:58:46.395229040,Mumbai
City Hotel - Indore,0,4,2024,January,2,8,2,1,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,162.88,0,2,Check-Out,2024-01-08 04:34:28.894119223,Indore
City Hotel - Lucknow,0,145,2024,December,52,29,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,1,1,Check-Out,2024-12-29 22:23:33.416646424,Lucknow
City Hotel - Indore,0,40,2024,January,1,2,1,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,183.9,0,2,Check-Out,2024-01-02 14:57:40.962065181,Indore
City Hotel - Delhi,0,119,2024,February,7,16,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,83.83,0,1,Check-Out,2024-02-16 08:29:25.549589995,Delhi
City Hotel - Kochi,0,1,2024,June,26,25,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,167.0,0,1,Check-Out,2024-06-25 15:35:58.661183190,Kochi
City Hotel - Pune,0,5,2024,September,37,13,2,2,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,196.0,0,2,Check-Out,2024-09-13 21:52:35.717863452,Pune
City Hotel - Hyderabad,0,2,2024,November,46,14,0,1,2,0.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2024-11-14 07:21:54.362294684,Hyderabad
City Hotel - Pune,0,7,2024,September,38,20,1,3,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,68.0,0,0,Check-Out,2024-09-20 14:29:28.987092612,Pune
City Hotel - Jaipur,0,137,2024,June,24,16,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,103.5,1,1,Check-Out,2024-06-16 16:41:18.137851896,Jaipur
City Hotel - Jaipur,0,125,2024,February,9,29,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,1,Check-Out,2024-02-29 23:30:59.538148405,Jaipur
City Hotel - Chennai,0,46,2024,July,29,17,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,,0,Transient,134.1,0,1,Check-Out,2024-07-17 18:23:03.142500564,Chennai
City Hotel - Indore,0,122,2024,May,21,24,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,1,Check-Out,2024-05-24 09:43:42.000351790,Indore
City Hotel - Indore,0,9,2024,June,26,25,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,129.2,0,0,Check-Out,2024-06-25 12:31:04.573788204,Indore
City Hotel - Indore,0,7,2024,December,52,23,0,3,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,132.33,0,1,Check-Out,2024-12-23 18:41:29.656501016,Indore
City Hotel - Chennai,0,117,2024,July,30,23,0,4,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,97.75,0,1,Check-Out,2024-07-23 05:21:21.856787476,Chennai
City Hotel - Mumbai,0,124,2024,March,11,15,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,1,Check-Out,2024-03-15 00:40:05.528147484,Mumbai
City Hotel - Pune,0,50,2024,May,18,2,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.3,0,2,Check-Out,2024-05-02 07:01:01.663972392,Pune
City Hotel - Lucknow,0,53,2024,February,7,17,0,5,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,135.9,0,2,Check-Out,2024-02-17 07:18:34.625300488,Lucknow
City Hotel - Ahmedabad,0,8,2024,April,14,7,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,110.46,0,1,Check-Out,2024-04-07 02:11:54.940237375,Ahmedabad
City Hotel - Indore,0,47,2024,February,7,14,1,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.3,0,2,Check-Out,2024-02-14 04:14:54.353751183,Indore
City Hotel - Kolkata,0,86,2024,March,13,28,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,83.0,,0,Transient,86.36,0,0,Check-Out,2024-03-28 05:56:08.239955104,Kolkata
City Hotel - Delhi,0,100,2024,November,48,28,2,0,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.7,0,2,Check-Out,2024-11-28 05:39:18.699712704,Delhi
City Hotel - Lucknow,0,6,2024,November,48,27,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,114.4,0,0,Check-Out,2024-11-27 23:29:30.524922732,Lucknow
City Hotel - Delhi,0,37,2024,October,40,4,2,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,8.0,,0,Transient,146.7,0,1,Check-Out,2024-10-04 10:52:25.556123260,Delhi
City Hotel - Hyderabad,0,8,2024,May,20,18,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,204.0,0,1,Check-Out,2024-05-18 19:58:05.778421798,Hyderabad
City Hotel - Hyderabad,0,14,2024,December,52,27,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,18.0,0,Transient,143.0,0,0,Check-Out,2024-12-27 03:46:09.812964344,Hyderabad
City Hotel - Hyderabad,0,12,2024,April,15,9,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,E,F,0,No Deposit,,174.0,0,Transient,125.0,0,0,Check-Out,2024-04-09 13:02:39.180494015,Hyderabad
City Hotel - Chandigarh,0,19,2024,April,15,9,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,187.0,0,2,Check-Out,2024-04-09 08:25:18.049401536,Chandigarh
City Hotel - Jaipur,0,5,2024,February,6,7,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,1,Check-Out,2024-02-07 11:11:36.214894169,Jaipur
City Hotel - Indore,0,2,2024,February,7,18,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,149.0,0,0,Check-Out,2024-02-18 13:54:23.064436422,Indore
City Hotel - Indore,0,1,2024,April,15,11,0,1,1,0.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,106.4,0,0,Check-Out,2024-04-11 14:07:52.143999866,Indore
City Hotel - Chandigarh,0,93,2024,July,27,1,2,4,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,106.0,0,Transient,84.0,0,0,Check-Out,2024-07-01 09:54:31.869267688,Chandigarh
City Hotel - Bhopal,0,19,2024,February,5,1,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,127.15,1,0,Check-Out,2024-02-01 10:03:37.527577917,Bhopal
City Hotel - Ahmedabad,0,4,2024,June,24,11,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,1,Check-Out,2024-06-11 04:23:44.814681420,Ahmedabad
City Hotel - Mumbai,0,88,2024,February,8,21,0,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,85.0,,0,Transient,87.3,0,0,Check-Out,2024-02-21 09:29:00.552312189,Mumbai
City Hotel - Lucknow,0,126,2024,May,19,8,2,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,131.47,0,0,Check-Out,2024-05-08 07:02:58.177219006,Lucknow
City Hotel - Pune,0,148,2024,May,21,26,2,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,98.39,0,2,Check-Out,2024-05-26 19:10:47.486786890,Pune
City Hotel - Bangalore,0,148,2024,July,27,6,2,6,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,113.69,0,3,Check-Out,2024-07-06 02:49:50.928812536,Bangalore
City Hotel - Lucknow,0,35,2024,November,48,26,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,0,Check-Out,2024-11-26 13:39:59.708515860,Lucknow
City Hotel - Goa,0,46,2024,June,26,27,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,112.5,0,2,Check-Out,2024-06-27 22:55:23.944416990,Goa
City Hotel - Delhi,0,14,2024,September,38,20,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,1,Check-Out,2024-09-20 16:41:33.335231888,Delhi
City Hotel - Ahmedabad,0,162,2024,February,9,28,0,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.05,0,1,Check-Out,2024-02-28 22:56:10.983926492,Ahmedabad
City Hotel - Kochi,0,151,2024,July,28,13,2,7,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,167.45,0,2,Check-Out,2024-07-13 03:26:35.996281064,Kochi
City Hotel - Bangalore,0,157,2024,September,37,12,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,123.3,1,1,Check-Out,2024-09-12 07:21:19.625426128,Bangalore
